"edcode","data_cut_off_date","original_underlying_exposure_identifier","format","spv_country","deal_vintage","unique_identifier","original_obligor_identifier","redemption_date","geographic_region_obligor","customer_type","nace_industry_code","obligor_basel_iii_segment","enterprise_size","revenue","total_debt","ebitda","free_cashflow","date_of_financials","debt_type","seniority","syndicated","origination_date","maturity_date","purpose","original_principal_balance","current_principal_balance","total_credit_limit","amortisation_type","principal_grace_period_end_date","scheduled_principal_payment_frequency","scheduled_interest_payment_frequency","payment_due","payment_due_interest","balloon_amount","interest_rate_type","current_interest_rate","current_interest_rate_index","current_interest_rate_margin","interest_rate_reset_interval","interest_rate_cap","interest_rate_floor","revision_margin_1","interest_revision_date_1","revision_margin_2","interest_revision_date_2","revision_margin_3","interest_revision_date_3","revised_interest_rate_index","arrears_balance","number_of_days_in_arrears","number_of_days_in_arrears_interest","reason_for_default_or_foreclosure","default_amount","default_date","allocated_losses","cumulative_recoveries","recovery_source","deposit_amount","percentage_of_prepayments_allowed_per_year","date_last_in_arrears","date_of_repurchase","date_of_restructuring","pool_addition_date","prepayment_date","prepayment_fee_end_date","prepayment_lockout_end_date","cumulative_prepayments","enterprise_value","market_value","prepayment_fee","prior_principal_balance","number_of_payments_before_securitisation","purchase_price","account_status","credit_impaired_obligor","current_interest_rate_tenor","geographic_region_classification","international_securities_identification_number","leveraged_transaction","managed_by_clo","new_obligor_identifier","new_underlying_exposure_identifier","original_lender_establishment_country","original_lender_legal_entity_identifier","origination_channel","originator_establishment_country","originator_legal_entity","payment_in_kind","recourse","revised_interest_rate_tenor","securitised_receivables","special_scheme","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","074-620-0070013","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","1946","","ITH44","CNEO","L68.1.0","RETL","MICE","8000","309000","2000","-37000","12/31/2021","LOLE","","","12/13/2007","9/30/2031","OTHR","850000","222476.4","","FRXX","6/30/2021","MNTH","MNTH","2522.34","","","FLIF","3.4000000953674","EURI","1","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","3/9/2022","","12/14/2007","374247.5","657000","","788.61","","142","100","PERF","1","SEMI","2016","","","","1946","074-620-0070013","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","103-610-0090262","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","108164","","ITH34","ENEO","M71.1.1","RETL","NATP","28000","0","17000","0","12/31/2017","LOLE","","","3/10/2017","12/31/2023","OTHR","10000","2225.33","","FRXX","12/31/2021","MNTH","MNTH","210.23","","","FLFL","7.9000000953674","EURI","5.5","1","","5.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","3/11/2017","0","0","","","","31","100","PERF","1","SEMI","2016","","","","108164","103-610-0090262","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","015-620-0113243","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","398450","","ITH42","ENEO","G47.7.5","SMEX","MICE","34000","196000","4000","56000","12/31/2020","LOLE","","","8/30/2019","5/31/2036","OTHR","56000","51435.17","","FRXX","12/31/2021","MNTH","MNTH","472.32","","","FLIF","4.4000000953674","EURI","2.5","1","","","","","","","","","","472.32","0","","","0","","0","0","","0","100","12/31/2022","","","10/9/2019","","","8/31/2019","0","708000","","","","2","100","PERF","1","QUTR","2016","","","","398450","015-620-0113243","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","020-620-0070225","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","40944","","ITH35","ENEO","L68.2.0","RETL","MEDE","760000","5192000","193000","-40000","12/31/2019","LOLE","","","12/21/2012","6/30/2034","OTHR","5000000","3509758.06","","FRXX","6/30/2021","SEMI","SEMI","188106.05","","","FLIF","2.9500000476837","EURI","2.75","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","5/21/2015","","12/22/2012","180000","10568000","","","","14","100","PERF","1","SEMI","2016","","","","40944","020-620-0070225","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","020-620-0104663","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","157914","","ITH35","ENEO","G45.1.1","RETL","SMAE","2527000","526000","90000","-6000","12/31/2021","LOLE","","","6/20/2018","10/31/2034","EQPI","452500","366864.39","","FRXX","6/30/2021","MNTH","MNTH","3607.41","","","FLIF","4","EURI","2.0999999046326","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/21/2018","0","1212000","","","","16","100","PERF","1","QUTR","2016","","","","157914","020-620-0104663","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","026-645-0070406","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","414966","","ITH42","ENEO","A1.5.0","SMEX","","","","","","","LOLE","","","7/29/2010","11/30/2031","EQPI","300000","153919.06","","FRXX","6/30/2021","MNTH","MNTH","1806.34","","","FLIF","4","EURI","1.6000000238418","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/30/2010","0","","","","","111","100","PERF","1","SEMI","2016","","","","414966","026-645-0070406","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","032-620-0065594","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","303330","","ITH42","ENEO","I56.1.0","RETL","","","","","","","LOLE","","","7/31/2007","8/31/2028","OVRD","34000","13594.3","","FRXX","6/30/2021","MNTH","MNTH","212.98","","","FLIF","3.4000000953674","EURI","1","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/1/2007","0","","","","","146","100","PERF","1","SEMI","2016","","","","303330","032-620-0065594","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","032-620-0070668","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","252534","","ITH42","ENEO","E38.2.2","SMEX","MEDE","16370000","7224000","1287000","-2301000","12/31/2021","LOLE","","","12/19/2012","3/31/2024","OVRD","1500000","223803.54","","FRXX","6/30/2021","MNTH","MNTH","16328.4","","","FLIF","5.75","EURI","3.8499999046326","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","12/20/2012","0","27052000","","","","82","100","PERF","1","QUTR","2016","","","","252534","032-620-0070668","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","062-620-0070143","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","389701","","ITH41","ENEO","L68.2.0","RETL","MICE","18000","0","5000","0","12/31/2021","LOLE","","","12/24/2008","9/30/2031","EQPI","400000","182941.39","","FRXX","12/31/2021","MNTH","MNTH","1789.85","","","FLIF","2.7000000476837","EURI","0.80000001192093","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","5/24/2016","","12/25/2008","60000","562000","","","","130","100","PERF","1","QUTR","2016","","","","389701","062-620-0070143","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","067-610-0070920","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","411919","","ITH34","ENEO","A1.2.1","RETL","","","","","","","LOLE","","","6/11/2013","6/30/2025","OTHR","19000","4997.83","","FRXX","6/30/2013","MNTH","MNTH","186.99","","","FLIF","6.8499999046326","EURI","4.9499998092651","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/12/2013","0","","","","","76","100","PERF","1","QUTR","2016","","","","411919","067-610-0070920","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","020-620-0103392","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","58007","","ITH35","ENEO","F41.2.0","RETL","MICE","1383000","387000","406000","79000","12/31/2021","LOLE","","","5/24/2018","5/31/2033","OVRD","450000","329570.45","","FRXX","5/31/2018","MNTH","MNTH","3600.43","","","FLIF","4.6500000953674","EURI","2.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/25/2018","0","998000","","","","17","100","PERF","1","QUTR","2016","","","","58007","020-620-0103392","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","025-640-0102121","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","28998","","ITH42","ENEO","A1.1.1","RETL","","","","","","","LOLE","","","2/16/2018","2/28/2029","OTHR","28000","19077.21","","FRXX","9/30/2020","MNTH","MNTH","348.16","","","FLIF","7.4499998092651","EURI","5.5500001907349","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/17/2018","0","","","","","20","100","PERF","1","QUTR","2016","","","","28998","025-640-0102121","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","033-610-0108254","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","180116","","ITH42","ENEO","C10.7.1","RETL","NATP","246000","0","65000","4000","12/31/2020","LOLE","","","1/21/2019","1/31/2024","OVRD","20000","4695.94","","FRXX","1/31/2019","MNTH","MNTH","382.4","","","FLIF","6.4000000953674","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","1/22/2019","0","56000","","","","9","100","PERF","1","QUTR","2016","","","","180116","033-610-0108254","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","065-610-0090715","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","412986","","ITH42","ENEO","G46.7.3","RETL","MICE","1029000","55000","22000","-80000","12/31/2021","LOLE","","","6/27/2016","9/30/2024","OTHR","130000","35435.52","","FRXX","6/30/2021","MNTH","MNTH","1874.51","","","FLFL","5.3499999046326","EURI","2.9500000476837","1","","2.95","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/28/2016","0","502000","","","","40","100","PERF","1","SEMI","2016","","","","412986","065-610-0090715","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","065-610-0101956","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","465103","12/28/2022","ITH34","CNEO","","RETL","","","","","","","LOLE","","","7/16/2018","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","12/28/2022","","","22676.32","","","226.76","","16","","RDMD","1","","2016","","","","465103","065-610-0101956","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","069-620-0070794","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","421062","","ITH35","ENEO","C23.3.1","SMEX","MEDE","11222000","3073000","557000","388000","12/31/2021","LOLE","","","2/1/2012","5/31/2028","EQPI","270000","122129.71","","FRXX","6/30/2021","MNTH","MNTH","2323.74","","","FLIF","5.9000000953674","EURI","3.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/2/2012","0","10732000","","","","92","100","PERF","1","SEMI","2016","","","","421062","069-620-0070794","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","014-630-0090064","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","133743","","ITC41","CNEO","F41.2.0","SMEX","MEDE","229000","8104000","-99000","-6535000","12/31/2021","LOLE","","","7/1/2014","6/30/2036","OTHR","71240.52","54868.65","","FRXX","12/31/2021","QUTR","QUTR","1391.8","","","FLIF","4.0999999046326","EURI","3.0999999046326","3","","","","","","","","","","0","0","","UPXX","57189.14","9/30/2021","0","0","","0","100","12/31/2022","","9/30/2021","10/9/2019","","","7/2/2014","0","14502000","","","","20","100","DFLT","1","QUTR","2016","","","","133743","014-630-0090064","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","018-645-0070516","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","63835","","ITH41","ENEO","A1.3.0","RETL","","","","","","","LOLE","","","8/29/2013","8/31/2023","OTHR","40000","3352.67","","FRXX","8/31/2013","MNTH","MNTH","435.48","","","FLIF","7.1500000953674","EURI","4.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/30/2013","0","","","","","74","100","PERF","1","SEMI","2016","","","","63835","018-645-0070516","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","018-645-0109326","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","71947","","ITH41","ENEO","A1.4.1","SMEX","","","","","","","LOLE","","","2/18/2019","2/28/2029","OTHR","40000","26155.81","","FRXX","2/28/2019","MNTH","MNTH","441.49","","","FLIF","5.4000000953674","EURI","3.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/19/2019","0","","","","","8","100","PERF","1","QUTR","2016","","","","71947","018-645-0109326","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","018-646-0070019","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","55902","","ITH41","CNEO","A1.4.1","SMEX","NATP","0","0","0","0","12/31/2014","LOLE","","","6/23/2010","9/30/2032","OVRD","1200000","689683.65","","FRXX","6/30/2021","MNTH","MNTH","7331.37","","","FLIF","3.9000000953674","EURI","1.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/24/2010","0","0","","","","112","100","PERF","1","SEMI","2016","","","","55902","018-646-0070019","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","019-610-0111160","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","85381","","ITH42","ENEO","I56.2.9","RETL","SMAE","1269000","100000","104000","9000","12/31/2019","LOLE","","","4/12/2019","8/31/2025","OTHR","40000","21990.95","","FRXX","6/30/2021","MNTH","MNTH","779.35","","","FLIF","4.8499999046326","EURI","2.9500000476837","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/13/2019","0","473000","","","","6","100","PERF","1","QUTR","2016","","","","85381","019-610-0111160","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","062-620-0070273","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","410691","","ITH41","ENEO","F41.2.0","RETL","NATP","234000","110000","111000","0","12/31/2015","LOLE","","","2/4/2010","7/31/2025","OTHR","160000","32456.78","","FRXX","7/31/2010","MNTH","MNTH","1126.84","","","FLIF","4.1500000953674","EURI","1.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/5/2010","0","225000","","","","116","100","PERF","1","SEMI","2016","","","","410691","062-620-0070273","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","068-610-0112047","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","435126","","ITH34","ENEO","I56.1.0","RETL","NATP","211000","7000","23000","0","12/31/2015","LOLE","","","5/30/2019","5/31/2024","OTHR","30000","9304.09","","FRXX","5/31/2019","MNTH","MNTH","589.91","","","FLIF","7.4000000953674","EURI","5.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/31/2019","0","45000","","","","5","100","PERF","1","QUTR","2016","","","","435126","068-610-0112047","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","073-610-0090540","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","165727","","ITH35","CNEO","I56.1.0","RETL","SMAE","546000","0","87000","143000","12/31/2021","LOLE","","","11/4/2016","9/30/2023","OTHR","20000","3310.33","","FRXX","12/31/2021","MNTH","MNTH","405.7","","","FLFL","6.6500000953674","EURI","4.75","1","","4.75","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/5/2016","0","0","","","","35","100","PERF","1","QUTR","2016","","","","165727","073-610-0090540","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","001-620-0091077","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","154941","","ITI43","ENEO","L68.1.0","RETL","MICE","19000","106000","10000","9000","12/31/2021","LOLE","","","6/1/2017","2/28/2027","OTHR","69941.46","33788.45","","FRXX","","MNTH","MNTH","775.31","","","FLIF","5.6500000953674","EURI","3.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/2/2017","0","179000","","","","28","100","PERF","1","SEMI","2016","","","","154941","001-620-0091077","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","027-620-0050705","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","399009","","ITH42","ENEO","A1.2.1","RETL","MEDE","3095000","6221000","949000","21000","12/31/2021","LOLE","","","12/23/2004","3/31/2026","OTHR","4000000","830543.11","","FRXX","6/30/2021","QUTR","QUTR","64816.43","","","FLIF","1.75","EURI","0.75","3","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","12/24/2004","0","18019000","","","","60","100","PERF","1","QUTR","2016","","","","399009","027-620-0050705","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","047-610-0110388","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","291345","","ITH43","ENEO","G47.7.7","SMEX","MICE","65000","45000","2000","11000","12/31/2017","LOLE","","","4/9/2019","6/30/2026","OVRD","36000","22049.45","","FRXX","6/30/2021","MNTH","MNTH","615.74","","","FLIF","5.1500000953674","EURI","3.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/10/2019","0","123000","","","","6","100","PERF","1","QUTR","2016","","","","291345","047-610-0110388","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","057-630-0066356","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","415583","","ITH41","ENEO","L68.1.0","RETL","MICE","19000","152000","18000","8000","12/31/2020","LOLE","","","9/20/2007","12/31/2034","OTHR","1020000","131371.91","","FRXX","4/30/2010","MNTH","MNTH","1003.57","","","FLIF","3.2000000476837","EURI","0.80000001192093","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","12/20/2018","","9/21/2007","713500","611000","","5735","","145","100","PERF","1","SEMI","2016","","","","415583","057-630-0066356","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","058-620-0070119","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","429909","","ITH43","ENEO","I56.1.0","RETL","MICE","240000","160000","97000","21000","12/31/2021","LOLE","","","5/21/2009","3/31/2027","OTHR","300000","103916.96","","FRXX","12/31/2021","MNTH","MNTH","2310.83","","","FLIF","4.4000000953674","EURI","2.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/22/2009","0","57000","","","","125","100","PERF","1","QUTR","2016","","","","429909","058-620-0070119","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","058-620-0090396","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","449","","ITH43","ENEO","H49.4.1","RETL","MICE","910000","529000","73000","-337000","12/31/2021","LOLE","","","10/12/2016","12/31/2032","EQPI","150000","107170.8","","FRXX","6/30/2021","MNTH","MNTH","1270.52","","","FLFL","5.1500000953674","EURI","2.75","1","","2.75","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/13/2016","0","1110000","","","","36","100","PERF","1","SEMI","2016","","","","449","058-620-0090396","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","068-610-0090601","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","413811","","ITH34","ENEO","C16.2.9","RETL","MICE","0","0","0","0","12/31/2021","LOLE","","","8/11/2017","5/31/2025","OTHR","50000","24635.52","","FRXX","2/28/2023","MNTH","MNTH","0","","","FLFL","8.1499996185303","EURI","5.75","1","","5.75","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/12/2017","0","0","","","","26","100","RNAR","1","SEMI","2016","","","","413811","068-610-0090601","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","068-620-0070304","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","67713","","ITH41","CNEO","L68.2.0","RETL","MICE","42000","195000","34000","30000","12/31/2020","LOLE","","","11/22/2010","3/31/2027","OTHR","171000","57892","","FRXX","6/30/2021","MNTH","MNTH","1297.89","","","FLIF","4.4000000953674","EURI","2.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/23/2010","0","330000","","","","107","100","PERF","1","QUTR","2016","","","","67713","068-620-0070304","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","069-620-0070852","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","382820","","ITH42","ENEO","C31.0.9","SMEX","SMAE","3436000","4167000","430000","2069000","12/31/2021","LOLE","","","7/4/2012","10/31/2033","OTHR","1700000","1048159.45","","FRXX","6/30/2021","MNTH","MNTH","10732.76","","","FLIF","3.9000000953674","EURI","1.5","1","","","","","","","","","","10732.76","0","","","0","","0","0","","0","100","12/31/2022","","","10/9/2019","","","7/5/2012","0","8745000","","","","87","100","PERF","1","SEMI","2016","","","","382820","069-620-0070852","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","010-610-0090524","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","170932","","ITH34","CNEO","M72.1.1","SMEX","","","","","","","LOLE","","","4/13/2017","7/31/2025","OTHR","40000","16725.59","","FRXX","6/30/2021","MNTH","MNTH","613.79","","","FLFL","6.3499999046326","EURI","3.9500000476837","1","","3.95","","","","","","","","613.79","0","","","0","","0","0","","0","100","12/31/2022","","","10/9/2019","","","4/14/2017","0","","","","","30","100","PERF","1","SEMI","2016","","","","170932","010-610-0090524","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","014-630-0090050","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","133743","10/24/2022","ITC41","CNEO","","SMEX","MEDE","80000","8116000","-22000","6721000","","LOLE","","","7/1/2014","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","10/24/2022","","","68937.51","14907000","","","","20","","RDMD","1","","2016","","","","133743","014-630-0090050","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","033-610-0105365","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","472875","","ITH42","CNEO","I56.3.0","RETL","MICE","87000","94000","13000","7000","12/31/2021","LOLE","","","7/5/2018","11/30/2025","OTHR","100000","52394.96","","FRXX","6/30/2021","MNTH","MNTH","1684.89","","","FLIF","5.4000000953674","EURI","3.5","1","","","","","","","","","","1684.89","0","","","0","","0","0","","0","100","12/31/2022","","","10/9/2019","","","7/6/2018","0","89000","","","","15","100","PERF","1","QUTR","2016","","","","472875","033-610-0105365","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","034-645-0049356","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","407694","","ITH42","CNEO","A1.5.0","RETL","","","","","","","LOLE","","","10/27/2004","6/30/2027","OEXP","350000","102908.39","","FRXX","12/31/2021","SEMI","SEMI","11415.55","","","FLIF","1.3999999761581","EURI","1.2000000476837","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","9/30/2021","10/9/2019","","","10/28/2004","0","","","","","32","100","RNAR","1","SEMI","2016","","","","407694","034-645-0049356","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
