"edcode","data_cut_off_date","original_underlying_exposure_identifier","format","spv_country","deal_vintage","unique_identifier","original_obligor_identifier","redemption_date","geographic_region_obligor","customer_type","nace_industry_code","obligor_basel_iii_segment","enterprise_size","revenue","total_debt","ebitda","free_cashflow","date_of_financials","debt_type","seniority","syndicated","origination_date","maturity_date","purpose","original_principal_balance","current_principal_balance","total_credit_limit","amortisation_type","principal_grace_period_end_date","scheduled_principal_payment_frequency","scheduled_interest_payment_frequency","payment_due","payment_due_interest","balloon_amount","interest_rate_type","current_interest_rate","current_interest_rate_index","current_interest_rate_margin","interest_rate_reset_interval","interest_rate_cap","interest_rate_floor","revision_margin_1","interest_revision_date_1","revision_margin_2","interest_revision_date_2","revision_margin_3","interest_revision_date_3","revised_interest_rate_index","arrears_balance","number_of_days_in_arrears","number_of_days_in_arrears_interest","reason_for_default_or_foreclosure","default_amount","default_date","allocated_losses","cumulative_recoveries","recovery_source","deposit_amount","percentage_of_prepayments_allowed_per_year","date_last_in_arrears","date_of_repurchase","date_of_restructuring","pool_addition_date","prepayment_date","prepayment_fee_end_date","prepayment_lockout_end_date","cumulative_prepayments","enterprise_value","market_value","prepayment_fee","prior_principal_balance","number_of_payments_before_securitisation","purchase_price","account_status","credit_impaired_obligor","current_interest_rate_tenor","geographic_region_classification","international_securities_identification_number","leveraged_transaction","managed_by_clo","new_obligor_identifier","new_underlying_exposure_identifier","original_lender_establishment_country","original_lender_legal_entity_identifier","origination_channel","originator_establishment_country","originator_legal_entity","payment_in_kind","recourse","revised_interest_rate_tenor","securitised_receivables","special_scheme","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","035-646-0070827","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","250495","","ITH42","ENEO","A1.1.1","RETL","NATP","312000","422000","97000","-78000","12/31/2015","LOLE","","","10/31/2013","6/30/2033","EQPI","307411.92","196502.15","","FRXX","12/31/2013","SEMI","SEMI","13171.07","","","FLIF","5.8000001907349","EURI","3.2000000476837","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/1/2013","0","1100000","","","","12","100","PERF","1","SEMI","2016","","","","250495","035-646-0070827","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","036-620-0090494","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","21375","","ITH34","ENEO","M70.1.0","SMEX","SMAE","61000","2838000","61000","68000","12/31/2021","LOLE","","","8/1/2016","9/30/2038","OTHR","1597889.67","1408599.52","","FRXX","12/31/2021","MNTH","MNTH","13156.7","","","FLFL","5.9499998092651","EURI","3.25","1","","3.25","","","","","","","","0","0","","","0","","0","0","","0","100","","","12/28/2021","10/9/2019","","","8/2/2016","0","3745000","","","","38","100","RNAR","1","QUTR","2016","","","","21375","036-620-0090494","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","038-610-0090474","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","153457","1/31/2023","ITH41","ENEO","","RETL","SMAE","91000","0","-13000","-7000","","LOLE","","","10/6/2016","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","","","","0","52000","","","","36","","RDMD","1","","2016","","","","153457","038-610-0090474","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","043-620-0070116","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","411854","","ITH41","ENEO","L68.2.0","SMEX","","","","","","","LOLE","","","1/23/2009","6/30/2031","OTHR","100000","57553.65","","FRXX","6/30/2021","SEMI","SEMI","4043.76","","","FLIF","4.5999999046326","EURI","2","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","1/24/2009","0","","","","","21","100","PERF","1","SEMI","2016","","","","411854","043-620-0070116","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","056-610-0100410","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","178163","","ITH34","CNEO","G47.6.4","RETL","","","","","","","LOLE","","","10/30/2017","7/31/2024","OVRD","50000","14593.17","","FRXX","12/31/2021","MNTH","MNTH","980.14","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","12/29/2021","10/9/2019","","","10/31/2017","0","","","","","24","100","RNAR","1","QUTR","2016","","","","178163","056-610-0100410","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","102-620-0010399","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","39246","","ITH41","CNEO","S96.0.2","RETL","MICE","0","0","0","0","12/31/2012","LOLE","","","7/22/2005","11/30/2027","OTHR","220000","52965.8","","FRXX","6/30/2021","MNTH","MNTH","1035.12","","","FLIF","3.3250000476837","EURI","1.25","3","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/23/2005","0","0","","","","171","100","PERF","1","QUTR","2016","","","","39246","102-620-0010399","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","102-620-0090541","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","160800","","ITH35","CNEO","A1.1.1","SMEX","SMAE","2179000","1888000","615000","167000","12/31/2021","LOLE","","","7/25/2016","12/31/2023","OTHR","3600000","560455.13","","FRXX","12/31/2016","SEMI","SEMI","289095.73","","","FLFL","5.0999999046326","EURI","2.5","6","","2.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/26/2016","0","4148000","","","","6","100","PERF","1","SEMI","2016","","","","160800","102-620-0090541","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","010-620-0105118","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","472893","","ITH34","CNEO","A1.2.1","RETL","","","","","","","LOLE","","","8/6/2018","8/31/2033","OVRD","250000","183843.61","","FRXX","8/31/2018","MNTH","MNTH","2150.49","","","FLIF","5.6500000953674","EURI","2.9500000476837","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/7/2018","0","","","","","14","100","PERF","1","QUTR","2016","","","","472893","010-620-0105118","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","025-620-0070982","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","255674","","ITH42","ENEO","L68.2.0","SMEX","MICE","37000","0","0","0","12/31/2015","LOLE","","","5/15/2008","7/31/2029","EQPI","130000","55433.54","","FRXX","6/30/2021","MNTH","MNTH","840.14","","","FLIF","5.1999998092651","EURI","2","1","","","","","","","","","","840.14","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","5/16/2008","0","0","","","","137","100","PERF","1","SEMI","2016","","","","255674","025-620-0070982","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","026-645-0070730","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","69393","","ITH42","ENEO","A1.2.1","RETL","","","","","","","LOLE","","","2/27/2013","11/30/2026","OTHR","150000","55602.9","","FRXX","12/31/2021","MNTH","MNTH","1529.34","","","FLIF","7.1999998092651","EURI","4","1","","","","","","","","","","1529.34","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","2/28/2013","0","","","","","80","100","PERF","1","SEMI","2016","","","","69393","026-645-0070730","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","028-610-0100589","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","180276","3/31/2023","ITH42","ENEO","","RETL","","","","","","","LOLE","","","11/15/2017","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","","","","0","","","","","23","","RDMD","1","","2016","","","","180276","028-610-0100589","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","028-620-0107680","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","56758","","ITH42","ENEO","A1.1.9","RETL","","","","","","","LOLE","","","12/12/2018","6/30/2034","OTHR","78000","62504.85","","FRXX","9/30/2020","MNTH","MNTH","716.07","","","FLIF","6.1999998092651","EURI","3.5","1","","","","","","","","","","716.07","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","12/13/2018","0","","","","","9","100","PERF","1","QUTR","2016","","","","56758","028-620-0107680","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","038-610-0070188","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","274002","","ITH42","ENEO","I55.1.0","RETL","NATP","190000","130000","85000","0","12/31/2018","LOLE","","","3/19/2009","10/31/2024","OVRD","165000","22326.78","","FRXX","6/30/2021","MNTH","MNTH","1244.08","","","FLIF","4.6799998283386","EURI","1.9800000190735","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","3/20/2009","0","280000","","","","127","100","PERF","1","QUTR","2016","","","","274002","038-610-0070188","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","048-610-0105464","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","122570","","ITH42","ENEO","A1.4.2","RETL","SMAE","2422000","807000","447000","-193000","12/31/2021","LOLE","","","8/8/2018","8/31/2026","OTHR","224000","100502.96","","FRXX","8/31/2018","MNTH","MNTH","2805.98","","","FLIF","5.1999998092651","EURI","2.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/9/2018","0","4448000","","","","14","100","PERF","1","QUTR","2016","","","","122570","048-610-0105464","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","056-610-0104347","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","91237","","ITH41","ENEO","I56.3.0","RETL","","","","","","","LOLE","","","5/28/2018","5/31/2028","OTHR","65000","36407.12","","FRXX","5/31/2018","MNTH","MNTH","644.76","","","FXRL","3.5","","","","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/29/2018","0","","","","","17","100","PERF","1","","2016","","","","91237","056-610-0104347","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","060-610-0102518","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","324454","","ITH44","ENEO","G47.7.2","RETL","NATP","205000","99000","41000","321000","12/31/2016","LOLE","","","4/5/2018","1/31/2025","OTHR","50000","21153.81","","FRXX","12/31/2021","MNTH","MNTH","1093.19","","","FLIF","8.6499996185303","EURI","5.9499998092651","1","","","","","","","","","","1093.19","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","4/6/2018","0","143000","","","","18","100","PERF","1","QUTR","2016","","","","324454","060-610-0102518","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","061-610-0110065","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","398627","","ITH43","ENEO","S95.2.9","RETL","SMAE","679000","34000","103000","43000","12/31/2021","LOLE","","","2/26/2019","2/29/2024","OTHR","20000","3987.3","","FRXX","2/28/2019","MNTH","MNTH","384","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/27/2019","0","20000","","","","8","100","PERF","1","QUTR","2016","","","","398627","061-610-0110065","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","067-610-0105701","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","94731","","ITH34","ENEO","G46.4.9","RETL","MICE","570000","288000","12000","-24000","12/31/2021","LOLE","","","7/23/2018","12/31/2024","OTHR","30000","12089.81","","FRXX","6/30/2021","MNTH","MNTH","616","","","FLIF","9.1999998092651","EURI","6.5","1","","","","","","","","","","616","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","7/24/2018","0","956000","","","","15","100","PERF","1","QUTR","2016","","","","94731","067-610-0105701","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","067-610-0107383","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","484149","","ITH34","CNEO","I56.1.0","RETL","MICE","559000","379000","-79000","-428000","12/31/2021","LOLE","","","10/24/2018","3/31/2027","OTHR","70000","42493.67","","FRXX","6/30/2021","MNTH","MNTH","1121.07","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/25/2018","0","1366000","","","","12","100","PERF","1","QUTR","2016","","","","484149","067-610-0107383","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","069-610-0090607","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","160545","","ITH34","CNEO","D35.1.1","RETL","MICE","0","106000","-4000","-9000","12/31/2020","LOLE","","","11/9/2016","6/30/2027","OTHR","60000","31555.28","","FRXX","6/30/2021","SEMI","SEMI","4188.74","","","FLFL","6.3499999046326","EURI","3.75","6","","3.75","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/10/2016","0","157000","","","","6","100","PERF","1","SEMI","2016","","","","160545","069-610-0090607","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","073-610-0103597","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","165727","","ITH35","ENEO","I56.1.0","RETL","SMAE","546000","0","87000","143000","12/31/2021","LOLE","","","5/2/2018","3/31/2028","OTHR","126000","82778.54","","FRXX","12/31/2021","MNTH","MNTH","1689.82","","","FLIF","5.3499999046326","EURI","2.6500000953674","1","","","","","","","","","","1689.82","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","5/3/2018","0","0","","","","17","100","PERF","1","QUTR","2016","","","","165727","073-610-0103597","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","005-620-0070063","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","95162","","ITH42","CNEO","N77.2.1","RETL","","","","","","","LOLE","","","5/3/2012","4/30/2032","OVRD","80000","14418.45","","FRXX","5/31/2012","MNTH","MNTH","197.48","","","FLIF","7.6999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","4/19/2018","","5/4/2012","45000","","","450","","89","100","PERF","1","SEMI","2016","","","","95162","005-620-0070063","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","043-620-0090411","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","401370","","ITH42","ENEO","I55.3.0","SMEX","LARE","33368000","31531000","4944000","-3313000","12/31/2021","LOLE","","","7/14/2017","12/31/2034","EQPI","6600000","964792.6","","FRXX","6/30/2021","SEMI","SEMI","61359.51","","","FLFL","5.5500001907349","EURI","2.9500000476837","6","","2.95","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","12/22/2017","","7/15/2017","5460372","59750000","","","","4","100","PERF","1","SEMI","2016","","","","401370","043-620-0090411","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","056-610-0106090","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","162710","","ITH42","ENEO","G47.7.1","RETL","MICE","318000","37000","17000","10000","12/31/2018","LOLE","","","8/20/2018","12/31/2024","OVRD","40000","15136.38","","FRXX","6/30/2021","MNTH","MNTH","841.03","","","FLIF","7.9499998092651","EURI","5.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/21/2018","0","36000","","","","14","100","PERF","1","QUTR","2016","","","","162710","056-610-0106090","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","066-610-0107709","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","486278","","ITH42","CNEO","I56.3.0","RETL","","","","","","","LOLE","","","1/2/2019","5/31/2027","OTHR","25000","16615.7","","FRXX","6/30/2021","MNTH","MNTH","403.71","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","1210.8","59","","","0","","0","0","","0","100","1/31/2023","","","10/9/2019","","","1/3/2019","0","","","","","9","100","ARRE","1","QUTR","2016","","","","486278","066-610-0107709","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","024-630-0090683","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","204015","","ITH42","ENEO","A1.4.6","RETL","","","","","","","LOLE","","","1/1/2016","6/30/2024","OTHR","122956.93","14836.25","","FRXX","","MNTH","MNTH","1032.41","","","FLFL","4.6999998092651","EURI","1.5","1","","1.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","12/1/2016","","1/2/2016","30000","","","","","45","100","PERF","1","SEMI","2016","","","","204015","024-630-0090683","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","047-610-0070859","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","291632","","ITH43","ENEO","I55.1.0","RETL","","","","","","","LOLE","","","4/16/2012","6/30/2024","OVRD","35000","5531.05","","FRXX","6/30/2021","QUTR","QUTR","1254.61","","","FLIF","7.0500001907349","EURI","4.9499998092651","3","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/17/2012","0","","","","","30","100","PERF","1","QUTR","2016","","","","291632","047-610-0070859","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","056-610-0109622","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","392417","","ITH41","ENEO","C22.2.9","SMEX","SMAE","8093000","0","633000","0","12/31/2022","LOLE","","","3/5/2019","6/30/2025","EQPI","50000","24467.9","","FRXX","6/30/2021","MNTH","MNTH","1087.29","","","FLIF","8.1999998092651","EURI","5.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","3/6/2019","0","0","","","","7","100","PERF","1","QUTR","2016","","","","392417","056-610-0109622","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","073-620-0090447","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","156096","","ITH35","CNEO","L68.2.0","SMEX","MICE","354000","0","349000","0","12/31/2022","LOLE","","","5/1/2016","10/31/2027","OTHR","1070376.08","537425.49","","FRXX","12/31/2021","MNTH","MNTH","11617.34","","","FLIF","4.3499999046326","EURI","1.1499999761581","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/2/2016","0","0","","","","41","100","PERF","1","SEMI","2016","","","","156096","073-620-0090447","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","102-620-0060099","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","40443","","ITH41","ENEO","C16.2.9","RETL","MEDE","23394000","1180000","3067000","1393000","12/31/2021","LOLE","","","4/23/2010","4/30/2025","OTHR","180000","29120.25","","FRXX","4/30/2010","MNTH","MNTH","1249.42","","","FLIF","4.4499998092651","EURI","1.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/24/2010","0","3658000","","","","114","100","PERF","1","QUTR","2016","","","","40443","102-620-0060099","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","003-610-0090433","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","335811","","ITH43","ENEO","G46.7.2","RETL","SMAE","8063000","17000","706000","679000","12/31/2021","LOLE","","","9/22/2017","6/30/2023","OTHR","70000","3733.03","","FRXX","9/30/2020","MNTH","MNTH","1284.6","","","FLFL","5.9499998092651","EURI","2.75","1","","2.75","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","9/23/2017","0","2964000","","","","25","100","PERF","1","SEMI","2016","","","","335811","003-610-0090433","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","005-610-0110347","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","93875","","ITH35","ENEO","I55.1.0","RETL","NATP","396000","0","87000","0","12/31/2022","LOLE","","","4/5/2019","7/31/2023","OVRD","25000","3014.29","","FRXX","6/30/2021","MNTH","MNTH","812.14","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/6/2019","0","0","","","","6","100","PERF","1","QUTR","2016","","","","93875","005-610-0110347","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","024-620-0070879","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","447838","","ITH42","ENEO","G45.2.0","RETL","","","","","","","LOLE","","","4/13/2012","6/30/2028","EQPI","120000","54649.23","","FRXX","6/30/2021","MNTH","MNTH","1154.6","","","FLIF","7.9499998092651","EURI","4.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/14/2012","0","","","","","90","100","PERF","1","SEMI","2016","","","","447838","024-620-0070879","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","026-645-0070406","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","414966","","ITH42","ENEO","A1.5.0","SMEX","","","","","","","LOLE","","","7/29/2010","11/30/2031","EQPI","300000","150106","","FRXX","6/30/2021","MNTH","MNTH","1903.45","","","FLIF","4.8000001907349","EURI","1.6000000238418","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/30/2010","0","","","","","111","100","PERF","1","SEMI","2016","","","","414966","026-645-0070406","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","036-610-0101208","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","9506","","ITH42","ENEO","","RETL","","","","","","","LOLE","","","12/1/2017","4/30/2024","OTHR","15000","3604.59","","FRXX","6/30/2021","MNTH","MNTH","316.7","","","FLIF","8.4499998092651","EURI","5.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","12/2/2017","0","","","","","22","100","PERF","1","QUTR","2016","","","","9506","036-610-0101208","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","036-610-0113681","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","239163","","ITH42","ENEO","I56.1.0","RETL","MICE","407000","230000","22000","-4000","12/31/2021","LOLE","","","8/27/2019","1/31/2028","OVRD","25000","18083.63","","FRXX","6/30/2021","MNTH","MNTH","413.99","","","FLIF","7.5","EURI","4.8000001907349","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/28/2019","0","151000","","","","2","100","PERF","1","QUTR","2016","","","","239163","036-610-0113681","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","056-620-0090633","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","183928","","ITH41","ENEO","F41.2.0","SMEX","MEDE","5753000","4664000","430000","237000","12/31/2021","LOLE","","","5/22/2017","1/31/2024","OTHR","188000","31390.99","","FRXX","6/30/2021","MNTH","MNTH","3276.39","","","FLFL","6.1999998092651","EURI","3","1","","3","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/23/2017","0","10657000","","","","29","100","PERF","1","SEMI","2016","","","","183928","056-620-0090633","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","066-610-0113076","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","124574","","ITH42","ENEO","I56.1.0","RETL","MICE","207000","110000","63000","35000","12/31/2022","LOLE","","","7/24/2019","1/31/2030","OTHR","50000","35987.67","","FRXX","9/30/2020","MNTH","MNTH","586.32","","","FLIF","5.9499998092651","EURI","3.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/25/2019","0","122000","","","","3","100","PERF","1","QUTR","2016","","","","124574","066-610-0113076","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
